808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
37452,60714,79133,82187,74733,61565,48814,48054,56717,60158,54000,40671,38796,63278,87204,96362,88293,68924,57559,56118,40817,18078,45333,76434,88712,81062,67614,60923,56494,51954,46031,37932,42119,64946,89664,100545,93791,80787,74049,73007,71786,68343,66410,65925,58795,42501,24319,13382,13047,17020,18639,16707,15014,29670,47965,47872,22212,17062,48508,59740,57005,69116,97695,108910,86100,41190,26702,52940,60143,43738,13739,12540,20480,13565,8868,12735,15769,19378,23405,31895,45468,51723,41881,21218,2712,8466,12334,12710,17069,22640,31480,49519,64247,65048,49572,19750,15046,38597,41461,37298,54798,81990,96518,86941,57115,26665,20108,19011,8006,23792,48390,61872,59068,44751,27217,11616,12233,28203,40853,42321,31649,25316,41394,61349,74264,74530,61937,45842,44614,62816,79210,76977,53977,23908,29673,52430,60062,49176,28930,12470,5850,13998,22186,25172,24955,24030,21491,14307,5596,13657,19933,19038,13824,6795,4142,15037,24092,26414,26637,34690,42340,40309,29694,15164,6858,10764,2536,17468,35261,38283,25020,10181,25105,35580,28491,13289,29647,42658,38613,23702,8604,8456,11208,8599,5444,3999,13835,22308,22130,13633,3505,12822,19437,36.6
52314,30484,36303,57531,45352,27694,57812,61284,29734,49510,73406,48918,36044,83696,81248,30595,92782,131724,68411,111630,307375,440851,444023,317982,131227,22605,78113,40466,34239,72755,42768,62377,160542,215965,203629,140977,67238,13870,12645,15403,7747,22631,30896,12061,31516,64643,48623,37308,171729,304172,374895,348798,236619,91319,33538,79046,62779,18706,30721,39546,23179,12211,17975,14432,17384,45182,88791,128165,140187,113460,58786,26430,49203,45566,22706,28971,38974,28804,17713,31243,34063,17414,38493,82432,109068,103063,66885,22203,22301,25926,13009,23408,25349,13544,27732,31377,11292,33123,49863,28488,35182,75661,62799,32522,117032,142901,70907,244695,538570,757839,791614,617762,315926,23095,147021,154554,55106,69892,112898,70770,27773,78972,71768,20683,54080,71561,38365,28565,62152,51267,16250,46698,55682,27836,25542,47662,35958,16536,42768,45536,19927,27030,42894,29558,15387,36998,37648,16725,26690,39794,27309,14269,34230,36896,18471,20365,44086,53226,46803,40681,53179,65508,57504,28149,13999,36558,35048,14273,24571,36128,24089,15263,32466,31372,13848,22248,31763,21750,17264,31031,28084,14142,25429,31129,18711,16949,29770,25651,13854,26313,30747,18574,19406,36.6
7363,16948,13976,2006,14566,17916,8254,11580,17875,14459,14095,16256,19028,24476,21715,18626,42532,54279,19755,77069,200515,299105,322205,254247,125556,27298,86327,79977,34302,61890,72504,36972,89195,169876,205186,181938,120597,54850,14569,28349,33990,24056,13222,21614,26335,19855,14733,21498,31950,51479,70309,74415,61739,41479,26373,24375,28037,26781,20234,20464,24600,20920,17802,23666,22921,20226,36168,48860,42400,20173,10008,18399,11994,9415,18291,14335,7324,18415,16920,3557,19710,21684,7899,44041,80185,92380,73199,33745,11284,26690,22077,13126,20074,20550,14248,16917,20523,17684,16649,19244,18860,17686,18690,20347,22045,21283,20507,31965,46624,49823,37498,16279,4229,11382,8627,7280,9853,5126,5054,11730,9737,4285,10623,12228,6799,8256,13051,10171,6255,11888,12436,7787,10352,13262,9777,8309,12902,12213,8186,11668,13618,9597,9755,13833,12134,9185,13584,14927,10494,12174,16894,14388,11172,17312,19257,13802,20711,37490,47399,45621,34733,20935,9795,3627,1107,3168,5445,5419,4231,5999,7412,5912,5059,7120,7185,5378,6465,8041,6862,6277,8041,7514,5652,7359,8616,7032,6677,8494,7839,6074,7626,8254,6469,36.6
42300,61325,28185,62115,65830,30911,74266,58959,45224,90772,56405,86703,118918,54266,135422,154834,65466,222668,219478,160268,621516,951817,908801,544318,124442,110074,123188,51856,57058,114548,72380,134056,400595,542917,456420,214219,28498,100674,67435,10471,27541,51115,44137,35788,25640,47596,105389,78044,247036,534082,684883,578050,277110,36489,158130,97136,40042,106404,58273,42025,91838,43663,56824,109217,50316,113810,255116,290915,206482,75375,27452,47629,47869,44963,35178,39094,27232,9940,20105,2962,22505,21986,11294,44523,48490,25412,21606,38418,40493,26683,49717,64949,39132,54622,70807,41749,74396,84510,70936,120404,100198,92819,186637,145494,136736,279860,231928,440847,929687,1167666,966107,520521,367235,388660,197933,139568,234730,176699,134119,134384,116178,143703,112989,66018,122062,106769,54554,88245,81849,58629,64529,34111,28903,40577,1851,45677,50067,25166,52242,55845,43963,53499,43013,38172,51881,36095,34641,50253,32910,31097,49769,40238,38884,53501,46226,57685,117366,180206,219128,217067,173942,116981,85056,67630,44552,49113,53497,34250,29750,35569,24009,21337,21627,16461,22415,18058,16533,22785,20446,32228,36378,27294,44103,55255,40987,34002,44917,40981,27834,15895,7119,9809,7179,36.6
32453,33483,46866,41415,28063,44014,53658,37502,39140,63255,56368,31967,62208,80945,51847,52679,116881,121542,51188,176113,367075,495169,506138,397635,219868,63340,83534,105205,85952,65076,65290,105103,169078,223109,237679,202363,132684,58508,9394,28186,32904,21735,8356,14604,20538,23858,18963,6351,40228,74596,93700,91559,69901,37310,11383,15875,15750,8411,4719,6703,6895,7008,8095,6107,6581,17092,31499,43707,46164,36717,20950,8517,9806,12178,9832,6378,7603,8995,6534,1483,3280,8620,16838,26280,34129,35436,26251,12616,14795,17950,12144,7493,11890,11537,6918,11286,13205,7440,8712,11955,6753,5434,13236,11675,1908,17325,19897,12038,46107,82882,99343,87637,53598,19907,25917,24946,6626,15325,20863,11100,5760,16940,15633,2249,13728,18037,7816,7894,16050,11945,1634,12906,16186,7211,8829,17156,11803,2923,13972,14731,5015,9074,17498,12663,2805,16213,16433,5118,12354,19811,15800,8372,22004,28829,21250,22288,50244,89713,126634,141861,125144,81443,28050,22094,36606,22573,4534,22960,21903,6201,12526,20576,13786,6452,17519,16597,6173,11904,15846,9918,7392,14692,13750,7204,12657,15048,9247,9173,13744,11679,7673,12279,13955,36.6
8464,11412,14974,18501,10473,14856,27268,17641,10736,27165,28611,15362,21118,45678,38434,10488,64188,78924,26696,89269,228197,332139,343893,251830,105536,18946,69920,44391,24072,61810,26873,106314,250783,338487,323371,216498,69924,50858,95454,60246,12105,58232,54846,14798,30818,50900,33897,14116,50277,56700,33746,13581,16982,9663,8228,21502,21544,8080,19338,25205,12756,11481,20847,16396,3820,16607,25532,20600,14626,18921,14179,4555,12264,14415,8022,6146,15893,14337,3605,13913,15050,1922,18658,36809,48495,50849,41487,22874,10855,18053,17035,8472,8325,13978,13218,8417,13294,15608,9588,9329,12447,8692,3106,7727,10701,6571,5628,10200,5181,9305,19737,22232,18644,15007,14357,13158,12006,13930,12913,8859,9049,9906,7834,6648,10182,11196,8521,9979,11071,7560,5924,7387,6807,5009,7322,9110,6571,7035,8508,5114,3018,4792,4399,2151,3978,6040,3037,4951,6303,2446,7165,7382,3898,12616,17129,11121,32118,77726,118097,132144,114071,75648,40243,33098,33867,25366,22445,24300,19188,15070,17925,17596,13622,15468,18396,15221,13440,15829,13770,9902,11574,13380,11329,11254,14659,13583,10734,12531,12351,8561,8068,11303,11326,36.6
23213,16678,32753,29497,10443,24077,34433,22866,14208,39810,39869,12741,37831,52998,29872,22830,68471,74862,21597,102092,222719,297459,299193,232675,124062,15366,52203,60304,27385,20691,45719,36561,35131,98559,144752,145807,105544,45097,14477,38022,26355,9694,27619,19965,9894,32891,34433,4641,54136,124006,174784,180389,137102,66928,23099,51221,51048,26140,34398,46922,31198,26459,46629,42502,26236,69304,117759,133736,110594,66664,26770,10151,15538,12362,4906,5015,8295,6781,10083,20173,15476,11510,44697,75679,93113,87610,60397,29782,16801,18806,22104,14935,6058,14283,12923,7184,7658,13047,12654,1807,10932,13293,3746,7829,11249,5980,3780,11880,12961,20736,40329,50039,40929,19231,3281,16491,14993,2307,14231,16164,5236,9733,13878,7988,2450,11520,12838,4182,10860,15742,7936,6939,13818,10686,1648,10369,15055,8799,8552,17301,13100,4215,14344,15579,6441,9381,19969,17093,5837,21194,24900,9752,17816,34213,28997,7574,56368,105586,128096,113578,72234,25428,14586,27854,20811,3832,13560,14519,4450,6144,9828,6953,711,6386,8698,3862,5534,9077,5035,2528,5797,4214,826,3552,6246,3874,3819,8535,6356,1995,6678,6401,2495,36.6
15662,16998,22722,19662,15346,23481,25070,17481,21790,27184,19431,15568,28202,28799,16506,30838,44819,31042,24078,72102,110093,120920,103420,68951,36080,15810,1589,20109,32187,28183,9413,37838,83985,122927,137670,119968,77823,30120,8653,25623,22251,4600,14474,18841,8910,8175,14746,10436,13055,33835,48787,47469,32486,18820,16767,14557,11774,13193,12466,10860,14065,13662,9459,11486,11124,5370,15890,27195,28232,18032,11860,18594,16586,9542,14533,17201,11209,9978,18925,19588,11471,21262,37064,41167,31673,14586,4241,12839,12208,3949,7410,10396,5678,6753,10867,8545,4054,7127,8811,6449,7450,10656,9134,6971,8973,8419,6259,7832,9033,7024,5683,7283,5979,5954,9243,8152,4436,6738,8321,5726,3824,7449,7694,5868,7979,7971,5065,6593,7802,5338,4948,8649,8532,4580,6758,8673,5830,5086,6602,4981,3990,6218,5841,2699,5206,5861,2604,5461,6025,1371,4012,5000,872,7004,9276,4159,26862,56539,76702,77353,60666,39538,28007,23787,19355,19099,19237,14767,13197,15553,13793,10885,12602,13027,10719,12201,13891,11413,10559,12057,9943,7666,10369,11148,8643,9646,11681,9370,8470,10950,9761,7680,9836,36.6
21442,14416,14453,19133,15717,11501,19341,21900,14900,19922,25206,15406,14623,26347,22654,10123,28381,37139,18621,48987,104632,133659,122787,81424,30342,11168,23892,13837,5429,10248,7122,2559,22309,54371,81416,89553,73409,38391,16597,32368,28113,12483,19469,22566,13531,11763,20186,17877,10321,16980,18574,12650,14577,17177,12698,9625,15342,16497,12088,13917,16087,12201,11418,13895,11879,8172,10653,13502,13515,15318,16297,13301,12320,13841,12172,9603,11848,13944,12706,13529,15111,13425,14373,17260,15637,9501,7751,13246,12877,8801,12599,14131,9756,8881,11456,11107,10654,12658,12411,9256,11159,13778,11917,9911,9965,8603,7689,10708,12378,10447,10846,12843,10774,8540,10147,10158,8381,10008,12596,11057,9404,12296,12520,9911,9890,10405,8472,8105,11555,12142,9588,10632,12035,9943,8854,9992,9185,7235,9075,10984,9882,10413,11580,9109,7610,10187,10457,8015,10251,13569,9789,6448,14348,15168,6951,10258,24966,35648,38051,34014,28775,21149,9591,7728,12016,9715,6592,8982,10530,8876,8417,9780,8352,7627,9596,8883,6245,7331,10243,10726,9561,9457,8651,6991,8101,9018,7640,6581,7866,8503,7707,8792,9991,36.6
58278,43735,12129,34283,60933,74721,74295,57827,31042,11172,14535,28712,47495,52733,35321,14418,40635,61010,65943,60288,46260,26357,22097,31932,30160,25992,36584,45982,46001,44959,49382,53016,53302,56936,66642,73736,69423,53461,37304,42337,65018,87104,92749,69586,19946,36086,72963,79072,66937,57524,42804,8081,44511,80149,83474,67951,74877,90624,81273,46580,6153,18378,19377,25435,54837,82037,94335,84546,56597,33371,28972,13731,36534,80589,102382,87749,50063,49938,90777,132051,169908,194197,192093,161321,112773,62947,24920,27057,62054,105676,147920,172652,165723,126669,84151,100527,150691,189096,206120,200803,175686,143165,124817,123665,119009,113466,141174,197631,243738,251405,210875,132357,45447,37624,59130,37584,18375,62266,83748,74341,47416,26821,18187,26894,67239,112000,145877,166836,181546,190443,182759,151495,108291,81865,77984,66970,39688,7806,15039,24682,32052,53134,83055,106095,109054,92058,74051,69168,58433,32439,35922,62560,68224,57402,61254,79604,84938,70253,45276,26787,18700,3429,22341,44962,50229,45008,67441,101678,111098,83919,36587,38962,60337,48336,14090,31168,46943,33355,14468,43272,58770,54166,61610,90814,107676,101811,96842,112603,124132,116084,104936,100376,79464,36.6
32040,68366,109641,127876,115762,88485,59048,25738,10933,44400,78525,118142,151242,152867,111940,42881,36680,90690,111120,106771,109827,109520,72996,15199,83830,141429,155306,127439,80312,41032,47352,63753,46984,16099,92377,160483,179144,137993,70767,41729,46059,36460,20398,6562,35532,74151,88754,58223,20311,59196,64792,53604,73728,81985,63060,105046,171576,176225,111090,87351,141450,140459,75257,29950,69095,53551,72466,125081,110641,31550,51060,65683,88479,216458,296861,223202,19975,293008,413410,242495,480571,1262547,1991766,2343166,2123116,1353608,271240,794631,1524266,1768433,1553605,1054959,532442,331939,421234,410719,287434,141776,69436,60064,75794,139831,173849,144912,78444,46569,59100,55536,51829,52154,86751,163891,218764,204756,129746,77945,112532,129469,119185,109779,105264,97650,82190,129098,280248,436244,505525,452201,352707,351256,363197,243030,125652,312601,402421,299562,111292,243773,362407,343744,278093,220556,143030,294459,539853,649129,527754,303816,560520,993212,1272946,1294756,1039033,586126,112508,193534,227431,202765,441478,541334,351405,694743,1586392,2394334,2783038,2590985,1886531,974160,555918,867857,909855,576834,80526,326672,454957,315358,105802,208184,217211,52534,164669,283102,240764,98342,19786,26583,191838,422543,566325,528555,329994,111723,154123,22.75
23273,3596,21819,31284,10408,26610,45366,29636,6095,27909,29460,12623,18494,37737,26033,10796,39031,32524,4213,30525,37111,19975,15081,42782,38615,3554,39298,43841,12536,28781,46168,33410,8571,42855,48596,11925,38268,55644,26156,24825,55631,47205,9033,52311,69378,26918,49125,99813,89106,38898,46517,62908,32743,38959,79257,57629,20432,84391,83172,18919,70592,103758,59244,42737,121685,110415,10522,120514,155243,65490,93101,196165,157286,23509,217687,268927,91367,223218,442071,338595,153459,877854,1523628,1790417,1567309,1002630,391300,113159,529746,989489,1307255,1271393,855636,260510,230581,396882,251533,33517,241298,245191,73315,128232,207561,123205,42652,156199,145287,31679,97586,144264,79144,45524,127906,111283,19191,80933,111791,63590,31618,95817,93745,32538,53867,97304,104719,105695,126429,161930,181873,153096,69733,55914,118195,101385,37897,84893,105554,59414,69238,116029,88786,119747,258119,344749,347776,309073,252430,139690,51573,271447,426573,440828,316745,134883,27743,70995,44717,12412,44479,30443,9773,26547,5949,46839,73465,56978,10268,41974,58167,30474,26177,57873,44180,10798,49350,55067,22414,28914,57142,42729,14174,57802,63066,20945,45092,91572,101740,78404,43989,26091,22266,31131,34897,22.75
7383,7501,11930,9861,1930,14182,16647,6771,8129,17761,15511,2853,13007,17092,7758,11837,17360,7893,9185,20021,16973,5142,13737,15690,4744,16728,22200,9390,11526,23024,16886,10490,22230,19901,4965,23044,28351,11663,17160,28463,14870,14037,32472,25257,5802,36078,45000,25421,4891,18064,3783,28882,43013,23965,16939,47684,41340,2342,46207,55223,15797,42234,68849,37419,30011,77370,60959,13270,85196,90763,15940,96437,139668,67489,80304,184150,141110,52392,257295,289430,40938,482043,1011224,1303022,1213259,802593,279854,178918,539012,855388,1042152,965038,620274,182970,202402,280920,145911,83253,186903,139885,37394,130341,131182,43129,88978,119296,59847,50585,99130,68385,33274,91506,87509,33566,62528,78492,37864,40000,68551,44663,25889,60553,52636,25197,43676,31854,27055,82638,95927,57699,41365,72484,59581,34099,68276,74324,44305,54888,77343,66355,66214,109192,160296,206516,225789,193877,116944,38179,27935,30181,57277,91689,90993,55853,27046,32861,25703,24854,29416,17856,23230,31900,17256,17730,37677,31756,6722,28761,34655,13634,20030,32625,17506,12300,31162,23716,4703,29301,30980,7972,20789,29726,12307,20677,37971,31720,22123,32431,29705,16652,28062,28690,5826,22.75
38026,25194,18811,21936,18795,23095,17661,9941,35971,43085,23680,5964,21247,18737,33717,46314,31606,14672,35788,30523,17771,43873,46954,34998,58408,73140,53227,18507,8850,21393,66074,96903,87992,63136,72396,72488,37568,22875,36336,27709,60706,84651,63573,23596,36093,21923,30877,77874,79675,46060,61903,78684,46997,12509,36560,25373,66580,103464,85891,41121,53792,43132,23107,88473,103354,65851,71729,86134,30570,63889,121667,103663,94961,141169,110582,19299,148051,194217,198429,344865,495284,485966,300676,85132,192816,241473,177260,94834,147474,293122,412000,417783,293662,114186,34758,34882,56522,154875,184585,133911,75875,72492,37850,38339,96904,102013,75222,77815,77490,37246,20453,56199,53446,44642,63147,63885,30965,23111,59399,70796,78559,107766,134531,139928,133327,139339,174954,225338,256123,250613,224485,188392,120245,48854,144587,243509,315469,372106,388947,335612,236505,146332,52132,87335,220736,268224,198341,66540,89035,223921,408234,583854,669177,661136,607089,505267,409692,585230,945528,1297651,1609031,1869734,2017867,2004842,1857336,1629291,1335176,983688,637145,395695,338934,398487,432517,381040,264464,141136,104765,214245,322023,359632,330961,279911,211199,101434,25801,113876,141643,152083,159347,116548,48774,110266,155883,22.75
38916,23128,21492,40187,30161,14653,38156,36504,12396,33353,42159,20333,23825,41964,27501,18198,43925,38545,11104,34962,39981,13772,28665,43164,22668,21769,46000,33919,10836,41796,40203,12543,39345,47529,18866,31316,51953,30761,21595,53772,43398,10937,49744,52246,12277,45102,65440,37071,25903,56763,39678,24326,63755,54989,14856,63816,72003,22974,54143,83918,45117,39599,90750,67457,22728,94559,91959,14919,95819,122390,43109,88058,157060,93581,71542,200998,170861,38930,273438,329523,69504,498271,1104113,1477662,1442427,1025460,409801,207539,713024,1048988,1142850,949397,538072,94265,192236,228373,84536,85505,147419,79861,41454,109719,80464,11414,80344,76529,13958,55942,68827,27689,34836,55968,32115,21880,42710,31931,27582,39524,35001,34530,28579,41369,71051,40161,90426,267886,407085,421244,293343,100263,93392,130475,67259,68194,105062,62990,65123,108523,69438,75255,147949,107182,120902,366552,551021,564917,402959,158516,38352,103378,55370,90105,141083,102909,3762,80541,86400,13517,83079,113698,44894,137082,299239,377780,332468,194847,49047,59134,62591,14634,40009,49135,20301,26503,39221,18673,17652,34762,21335,10251,30845,24332,3383,27404,29173,16257,31922,40138,23760,8815,23886,17727,4144,22.75
12262,29844,31000,9229,23714,33889,18473,20513,37235,28862,7789,30932,35302,14611,24577,36319,18298,16664,37925,29898,7463,33645,38741,15556,24737,40327,23817,16874,39934,32620,9418,34927,38952,12312,28985,46018,26157,18897,47985,40245,6735,39782,47791,18013,28129,52602,36227,9518,41977,36655,16944,49498,51864,13270,40964,63544,34913,26942,70723,59484,8276,64525,75849,24992,51047,88732,54272,31446,98414,87784,2740,99682,123281,40141,96026,175043,115764,66590,244891,260068,36942,405539,837537,1072178,1007863,702181,335469,149362,204192,277596,333759,293538,140905,54043,166758,154686,45866,72800,116734,69657,24430,79438,67552,14821,58167,69031,32326,38431,63206,44296,21767,46636,42632,20748,38802,44679,25260,29424,45028,37862,27697,32812,28733,29903,48035,60472,72298,90905,99992,83358,44816,36027,65421,65118,33530,54644,90316,74525,42074,112931,145159,79963,149105,365050,519715,535098,410650,219863,76899,79061,125652,198889,237945,197064,92374,19603,82628,79094,31461,20958,55324,79526,108386,146760,184631,194093,152567,69005,36021,80349,66834,15538,49801,62551,28720,25301,54905,43022,9817,38300,40593,10328,35033,49497,28299,30297,60887,59433,26615,15477,32865,20468,16362,22.75
30871,37456,50537,44276,28643,41226,48679,35860,43023,63101,61328,49311,55356,57896,38433,16076,16857,13805,37115,54885,54842,71337,103369,113855,104352,109214,119954,103213,73868,75438,77294,54625,46101,56723,41984,7848,19781,22109,48613,83087,87233,69448,75699,85712,63203,36238,50476,41386,14317,51266,55886,18412,38035,56460,28814,50375,92486,85333,60856,92282,102274,57242,38762,69211,42478,25609,72391,54933,31211,96639,94706,21100,90869,111684,27899,135727,209342,151963,252742,440985,382394,385039,1145371,1931373,2248763,1827742,786302,850921,1929417,2390680,2098374,1297610,416685,173619,326551,151032,116935,252489,197689,83164,171715,198113,123436,99586,149291,127712,58279,77119,101710,74640,63548,95687,99945,78547,74957,79983,63631,58322,81613,83348,76978,113442,125215,77573,226266,488370,699685,751079,604671,320745,31760,141155,139591,42092,131066,160229,66959,108710,209766,172305,47257,223550,346175,324247,231713,249958,280419,173939,142994,401520,581839,592491,439674,205378,90819,158033,89036,115968,319194,382884,275932,476506,979235,1372065,1445890,1159226,647652,204882,292140,321650,171823,106801,187764,150913,52978,96569,105791,43125,80531,118817,82670,44893,92228,89369,22509,70691,131471,136501,98345,49958,14366,7713,19375,22.75
