808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
27327,20390,21691,32099,35004,33512,31121,24553,25610,37040,38972,22714,14790,34426,32709,15902,29478,41139,32860,11351,15052,20814,10792,27344,38633,26050,1848,23010,27403,13765,18471,34536,29504,17554,30492,31669,14767,19003,33340,28409,16538,32340,35611,17412,24954,38721,28649,11005,33897,41906,22939,24000,43750,33442,12489,40474,49872,29519,22127,48573,44331,23505,51278,62616,36127,35808,75617,79063,41828,42941,70562,51981,44128,89208,91439,51503,102946,159843,131845,132728,322768,505811,588107,571881,546116,571461,573493,473812,286219,101720,105227,135776,98158,68753,84717,75847,52503,58683,63820,51927,49805,57256,53584,50606,53650,47452,40848,46648,45540,37113,47303,55500,41998,38034,55681,52476,33860,47886,60388,41245,40712,71418,62892,28389,73054,97507,58841,59658,140492,143297,41516,202327,419744,543204,515004,351320,151853,146582,201968,158268,54202,44011,82832,57065,5272,51872,56908,22228,24901,58868,69718,60703,43671,32539,30512,28545,18195,2169,7978,8415,15396,23584,23210,13502,6237,17782,16593,2100,14295,18107,9785,7166,14238,13136,2920,11811,16028,6342,9079,16514,10972,2173,13324,15807,6792,9698,19907,15867,4617,14891,16959,8082,10096,18.1
25369,32599,37962,29075,33538,44300,40520,39496,47993,46058,40030,40581,33657,27999,38846,38765,29246,35649,38708,28689,27439,29574,27405,35928,37047,29647,43381,52104,40226,40677,52615,43168,34821,47772,44401,40313,55482,52347,39311,54533,57947,45313,60256,67392,44341,48074,67813,56112,52413,69160,58702,54442,77431,69513,54524,83174,87098,66126,84585,94130,75091,96766,115633,90043,96841,128967,112246,102486,132632,120525,120005,171931,166666,145147,212790,230979,195087,282425,350990,318444,466998,743960,924458,1151759,1600228,1995181,1991247,1512449,799312,384243,472561,387160,212811,266175,266984,158622,175957,208713,138659,117533,161300,124173,88576,134921,123772,79657,111744,115863,66872,87659,111156,68863,69176,112543,89064,59072,106519,100672,44808,94526,117499,59636,77799,130737,86130,68773,163816,145492,46584,214504,265669,56735,460626,1069710,1541180,1664757,1384480,828493,241888,166508,259922,118693,100800,219126,168339,7550,175951,213886,65658,223172,531288,726923,730223,551502,291424,145803,212335,313260,479843,627076,630350,456527,192086,113503,186929,126090,44147,115971,105338,37663,83270,91994,33728,61075,85020,41024,43788,78817,50245,33283,73383,57050,21165,63626,59240,19083,59619,66392,25585,50180,66471,30283,44061,18.1
6384,4080,8521,4881,7968,12609,8602,526,6221,6437,1846,5929,9916,5959,4125,11970,13973,13850,14204,13830,10736,5287,14938,24893,28628,25858,16338,3880,5943,7109,5056,3281,2645,3679,6356,8740,5118,8656,16836,17902,13930,13402,18441,18493,10529,13188,19108,15138,11821,17728,19406,13449,15089,22682,18706,13628,22995,26223,23541,24472,26422,23063,22581,28479,25544,26557,39956,38525,21388,30874,49495,49311,44415,58962,67559,63797,73652,94534,115198,125917,154753,324136,617095,924542,1119504,1107357,880809,531800,217741,148511,171827,123369,96992,108213,90641,77667,81972,67790,59698,70815,62626,48700,62698,61259,38952,54836,65096,38881,41428,66840,52396,31558,63338,62946,24823,60972,82741,44028,42905,92070,74713,20544,90794,104636,29663,85747,144215,80016,82787,225150,200691,70203,531264,1008834,1293116,1256075,922688,454864,90046,178623,163577,53295,105613,125495,57404,52507,101806,78298,8337,91596,160223,197994,202723,167989,98935,33781,50210,55753,30759,26510,42994,40734,34105,39448,39844,31234,29652,33555,30003,24840,27827,28700,22587,21631,26037,22247,18034,26725,29626,21801,21179,27983,23594,15012,22555,23519,13606,21910,29459,19718,13731,27504,25888,18.1
22806,18269,18545,21608,21060,16292,9181,13065,23779,25295,14162,11339,22782,23304,13766,5591,17729,23702,17629,10825,14900,12787,9136,14355,17914,17867,18643,20955,19690,19483,23049,20452,11709,13004,21524,22474,15258,17171,22681,17233,11181,16591,17374,12050,14287,21929,19767,13340,20002,21643,12654,8805,16871,17605,11770,18923,24282,15549,12728,23584,23382,11407,11049,24733,21907,4128,21700,28451,16359,10265,28524,33462,15979,16758,40769,37100,11152,37551,66313,62668,45484,140737,269405,366800,396015,344426,228517,104360,83751,103717,71967,22851,59880,74877,44155,26979,59664,56045,20832,33502,56310,43565,16081,46905,55802,28560,27394,54107,48536,19081,40729,59499,38931,23039,57414,56233,18682,45357,76080,60177,21554,67649,82075,37088,55516,109248,91104,33712,145273,207267,122634,135821,482165,799962,964735,911742,665097,329887,58383,135696,142454,57540,53017,98199,70497,18772,70203,81378,41669,28012,78641,91997,64497,23789,21114,20247,7988,16967,20609,9361,11177,25365,20541,2157,17393,20156,8938,8080,20156,19032,3810,13299,16886,3802,15563,27219,25027,9515,11821,23702,17404,4895,17899,18610,6416,10459,21387,17485,5515,20991,24405,10970,9618,18.1
52350,54166,37296,35594,54082,51571,40804,56299,62876,48105,48664,58995,46745,39672,62760,62824,30965,44005,70758,58836,40280,60150,60416,32502,50410,75474,61123,41216,64749,66021,41698,57415,74650,56296,47665,74204,69311,38241,60339,76112,50298,46878,76433,68741,48288,75869,83206,49925,61440,89856,66630,45111,89002,91496,49587,78170,110399,76933,56820,110034,103056,52922,106846,136316,80837,86371,166052,149056,61867,140776,182850,105813,134961,242770,203820,109720,289901,362178,209327,326881,682657,834017,873584,1278454,1909571,2266418,2085525,1417592,561586,195471,468432,368655,86562,208079,254899,113364,94601,195311,147770,35373,130524,146134,57097,77774,135718,94796,25710,98327,103892,35484,59102,97929,60002,39126,99313,94727,34571,63499,94174,60239,39058,88340,83307,45590,84839,104608,67614,77541,132876,130346,102249,183238,314180,450029,582227,665703,639353,485072,255712,79714,122245,117931,54071,68919,85529,40783,60891,106255,73617,83899,243031,373030,401712,309834,143955,63119,136799,163059,222322,307874,326029,240710,91344,43885,101097,72005,16454,63491,63342,18380,48727,65784,37412,30580,55659,45223,23341,46462,49817,24462,38087,53196,35429,29052,46737,38873,24659,41643,42211,24518,43602,54277,35167,18.1
50228,62377,51540,31509,53658,68697,51627,23883,28451,29167,14308,35236,52637,43223,38631,60730,65660,49511,40812,46936,38792,26851,43221,45308,21088,12097,25881,16157,10324,32949,34629,15452,32194,42695,21916,32424,62452,62156,39086,56130,85637,78709,51151,64240,81365,65741,31258,42076,63151,54526,27730,28671,63187,86615,76808,52023,78526,107117,90229,45706,83033,116853,90576,73162,131601,154246,110416,66200,109268,109640,34869,66241,120522,91166,30563,111571,134369,54287,128572,274002,329589,328281,408630,548743,606460,509633,284065,41190,162285,218281,169056,82241,65343,77923,49129,31625,46352,42626,41785,43402,30579,12745,37991,58051,50030,21279,23144,39625,38020,19054,16196,38745,43038,29129,16084,34722,51300,47744,25581,3967,19710,27447,27294,25503,24747,11762,18231,51079,68626,59419,44545,118424,249210,392838,503987,539721,476382,321331,118905,63846,154493,141041,70750,69447,98586,91518,107431,125497,108544,239402,448376,572262,530646,348231,170618,125452,64696,450517,950746,1341234,1443245,1204598,724290,220874,223013,318084,201176,4932,155807,174302,73427,62165,136910,108827,11135,84237,115603,70501,29754,98041,107485,52245,35024,83004,74888,18732,59831,101351,85953,43731,76011,103808,81164,18.1
28343,26749,35588,34137,19617,17390,35297,45954,40789,25769,33299,49248,47080,26497,1437,24953,34945,27083,19401,33552,37635,31888,34806,37535,28228,17484,30377,38294,28686,26164,39524,40388,30070,23481,22682,21772,30325,39849,36173,28777,33725,33722,23910,25815,37040,35700,28836,39826,44664,31036,25335,35722,32914,24031,38247,47678,34117,30667,48729,43320,20567,38235,55161,42794,30524,59249,64777,38556,46792,69125,53543,33890,77533,94288,59108,72487,130922,121481,66408,180090,318130,372938,323603,252864,289490,348322,322634,210875,75375,75196,104483,67937,18920,50450,55785,30286,16954,35698,29984,7995,20887,24083,11031,6321,19465,22722,13734,4529,10785,8295,1403,3562,7072,12949,18690,17173,7641,9262,12861,9784,11810,18883,18645,7689,22254,31299,15825,30422,69542,82573,43806,57341,184673,289930,328761,288251,185768,62511,43229,75290,49992,13992,48148,60083,36010,17534,57015,59496,15837,60261,142482,198955,201391,147811,67151,4932,39740,38191,25316,46717,56790,41456,26924,33059,30938,17334,17863,25878,19547,12704,18672,14334,4502,14000,17365,11052,14873,24272,18662,4770,19069,22854,13311,1915,13982,14403,2014,16463,22205,12276,10324,19623,17074,18.1
38612,51478,52661,37660,45083,53166,39835,37981,52676,46406,35327,51253,52546,35680,45095,53662,38867,37738,51438,42842,32234,49356,49579,34215,47248,53235,34289,38921,54180,41446,30064,50327,48968,29779,46648,55337,34642,37568,54626,41001,24449,44806,44053,19904,35035,53470,57274,65142,63228,41778,44884,61124,47823,33741,58452,60042,35433,49980,63725,41575,41744,66190,54038,30912,58842,64743,38181,53380,73437,49586,43477,81142,75971,37304,69454,99104,72119,59436,154451,237596,269533,246265,184152,107617,44298,41879,61095,68883,82546,106674,119736,101010,62394,61014,66347,34686,40260,70071,52030,17703,65223,70364,21684,56691,86538,49005,32339,87350,74767,7221,82822,103817,39268,67599,131798,94194,27351,140886,153277,36359,148171,258246,177558,129040,536846,884910,1018584,891671,580692,241329,111177,175896,162129,109525,62491,97531,143095,109418,11449,142618,190611,169358,345461,610217,761625,716265,511538,284314,173388,109412,40332,120683,139890,88284,63032,145712,339115,585372,752560,732320,517590,214208,103783,197285,158043,67706,92362,135417,186321,221343,179315,66104,71117,126549,88790,20326,90871,92342,19816,67101,100770,58863,26393,104833,158060,200717,219645,177225,73867,40619,98797,77922,9146,25.21
7358,15328,15256,6847,12752,15709,7887,10429,16471,10803,9318,16082,11276,7652,16478,14247,5259,13386,14967,7157,12609,16026,6819,10661,17430,10262,8423,16926,12297,4638,15527,14829,3824,14419,17341,5916,12934,19481,9756,8713,19607,14622,3330,19783,24584,16422,9278,9601,4396,11563,13821,4406,10563,15784,7622,8162,17459,12564,3443,16696,15382,1441,16373,18523,4642,13372,19568,8235,11620,22868,14187,9198,27833,23795,2854,31749,37331,7955,45963,97208,120307,106149,66866,26991,14192,15402,10478,23912,42247,51851,51454,46445,37695,21069,7297,19907,18407,1791,15693,18810,5428,14657,22123,11058,11688,25101,17634,9386,28039,24402,6473,30825,34355,10928,29926,43718,20134,28265,57837,38174,25686,83759,78075,16276,165590,297037,343587,287776,170580,61859,33590,47098,45190,20069,21921,48621,35089,38813,77758,67829,77945,179608,252616,283839,348177,433091,432749,303701,103421,88271,145114,87299,30319,92608,76406,14178,60039,61077,27569,66900,76467,27688,42759,76714,43553,38163,115361,142759,113000,55877,11939,9678,12705,18268,10038,9317,21440,14549,6817,22896,22593,12747,20195,35826,59269,82344,86638,65253,30658,15210,22214,18557,15519,25.21
18232,24324,28334,18283,18551,28536,22778,12364,24158,26088,14172,19551,26822,18620,17627,26175,20757,15034,24342,22395,12584,22868,26212,13676,19060,28759,19255,11670,25275,22475,9506,22557,26552,13489,18204,27340,17056,12655,25187,18672,8092,26303,26669,6716,24501,37436,24424,4848,26390,24233,3999,22302,26466,7943,19584,32782,19842,10724,33828,30230,3346,30125,38906,16795,21149,44983,33381,9428,49407,52840,10796,50650,79366,43524,45512,125780,123083,13805,220803,436338,549064,509075,346009,145387,9214,79238,71103,49259,206552,404054,536632,522459,353616,110679,96407,162451,97339,38311,108601,91600,22385,79854,92591,39375,50028,80780,48230,37337,78670,62676,22676,67491,70051,22575,57662,79211,38200,49982,93515,64689,38804,112399,104190,32622,211901,371857,420224,336013,171530,16131,66396,61477,11553,29789,34251,11441,15454,22057,18188,8467,20835,54842,75049,111807,204696,294639,309820,224104,87412,100966,139744,84291,79395,150439,128482,87995,242871,378873,405904,321896,182127,61635,53365,66506,31878,55302,154057,226791,235407,176538,84987,20383,33163,26502,21439,22108,18399,25926,20156,8533,39084,43630,5532,68607,140983,176381,158705,100847,34121,16623,31304,22923,14241,25.21
8358,6984,6252,5930,4920,4592,5913,6643,6075,7227,8214,6663,5391,5565,4902,4049,5212,7092,7243,6859,6757,5366,4737,5443,4954,3755,4487,6572,6454,5519,6608,6086,3936,3855,4308,3888,3989,5945,6462,4825,4784,5034,3565,2274,1573,1608,4898,8338,8099,4698,6512,8019,5251,3167,5875,6804,4697,7166,10146,7142,6029,10534,9690,4589,8176,13139,10484,8225,16602,16682,9173,17383,23645,15979,16148,35808,37573,20512,67408,130257,166320,157079,105075,32144,37738,65810,47064,55704,146349,233342,277975,260589,186150,87407,41074,65477,54152,23764,33868,40982,24385,19222,33300,27110,12341,24029,25155,11193,15671,23223,14667,8678,21863,19049,5303,18837,20125,4395,14357,19764,6881,17233,27539,6761,48703,111535,147093,133563,78949,23492,42085,44702,22329,32149,41236,25477,28868,44166,34858,32065,60191,72499,83486,135682,193513,210907,174742,103358,34391,32047,39397,23769,13956,19827,17166,10149,5921,13205,24349,28645,21699,14680,21003,20097,9516,31471,65891,91857,96378,77091,42741,6919,18481,23697,11475,5266,12936,8790,1821,7173,9738,7264,2470,20156,45405,67993,73012,54089,20413,11753,26407,22448,10320,25.21
28992,28830,30103,28420,28480,28711,18622,14949,35108,44985,46471,55964,63391,52354,31962,31905,37042,38899,51274,60116,58984,60726,61336,46094,26430,31814,31888,15380,16853,23498,15252,15968,19629,11112,20643,29934,21767,19069,33835,37257,35798,41185,40117,29915,28394,29915,22164,21222,28453,29708,30650,30089,19426,3515,7602,12280,30921,46920,45071,30001,31486,43870,44728,37135,31781,32156,36192,46038,58250,58401,38389,31846,58085,59223,30998,50372,75947,45626,44392,160648,253326,283184,241918,156070,74441,43637,91587,198795,309970,366085,337306,240842,129868,62474,43518,33516,57238,83380,79579,48478,72907,118869,109309,49981,93281,143002,108001,29909,107201,131819,72384,73377,129275,103585,34889,78978,82693,56334,92602,74789,48562,148083,131113,83499,430475,758993,895972,766466,438998,82960,156613,197834,112241,89003,124745,85159,10851,61901,81209,114705,170443,193937,181269,198927,302268,443761,532773,483328,302481,267193,416032,383533,183413,391467,651060,696101,684682,833544,925788,742326,331923,110683,333330,319852,172395,32920,120806,281636,366646,289919,87933,108928,161581,56677,106356,188165,130155,31058,115445,88509,37805,141984,124968,74386,261073,382249,353512,210111,70948,71579,54278,3205,39881,25.21
5339,9486,15393,11811,10868,19139,15706,7111,13167,14017,8016,5773,15735,16588,8270,14865,17009,7359,7614,13121,11500,5098,14222,19790,11781,11533,18667,12720,3245,13722,19228,13434,8471,20778,19075,5879,13764,16679,9091,4073,16698,18061,3803,18455,27327,18277,2428,10283,12601,5099,9507,19040,12766,6365,17851,13753,1624,14608,20201,13771,5688,22247,21817,3538,18515,24532,13915,6258,23344,26311,7129,22374,37059,23019,9530,36540,40399,13498,43547,100287,126094,106233,57036,21761,34491,26206,34830,86531,119563,115313,80583,35192,25594,42554,36793,18133,13308,16355,14226,14383,16229,14222,17209,20384,13355,7325,16466,19002,9286,9669,22402,16054,8200,28091,30074,11610,17511,40210,36761,1450,46349,66821,33465,52810,165362,264296,308797,278125,187293,79319,30225,65857,68250,43376,29192,53604,63553,42872,31760,76842,97026,60093,85535,232655,361003,410178,359602,230557,74950,48916,95170,67967,6497,44833,56468,29059,22050,68788,94185,91332,68248,48907,54132,54972,36980,68179,136151,180572,175773,126548,59233,11968,31594,27558,10860,21059,19635,3163,12471,17123,14296,11628,17656,48030,89081,116908,113970,81686,36692,6567,19499,9756,22212,25.21
19202,23211,20095,17598,22740,21385,16983,22032,22753,16686,19856,23218,17791,18076,23141,19045,16534,22797,20779,15759,21952,22556,15571,19051,22502,16812,17713,22549,17701,16348,22939,19628,14725,21986,21439,14050,19993,22669,14993,18518,24442,16970,14382,24482,21743,10005,14556,16547,12959,19344,20851,14062,18265,22085,14650,16096,22756,16478,13430,22357,18762,11419,21681,21830,10989,19571,23933,12981,17573,25922,16445,13690,25951,20233,10551,26154,25810,10001,30914,54761,71327,79089,64795,22777,28210,53318,28995,45930,124036,167506,153616,97836,47273,39329,26780,4377,22771,21306,5939,16723,19917,12584,15489,19389,16133,14538,16327,17431,17036,15169,18589,22402,18101,16845,23981,20235,13145,26472,28556,14905,27788,40429,25931,25326,68418,94404,92016,70684,46074,25061,13814,17502,20831,25086,23926,17712,31660,39880,23885,37730,69235,58270,55595,165582,271585,310770,261080,147078,24832,54074,65205,27344,19366,40241,26302,5353,27139,23475,466,23405,27313,9625,15310,26852,14296,17961,53094,75023,75841,57812,29712,8370,19078,19562,7802,9760,15204,8274,6664,14191,10004,2220,11447,16437,30620,47741,52769,40867,21171,19752,28759,28005,18331,25.21
16465,14707,16842,18310,17532,19025,21103,19069,17142,18204,17193,14959,16052,17995,17300,17679,20243,19126,16213,16944,16993,14878,15483,17979,17383,16378,19339,19527,15822,15846,17028,14599,13275,16426,17552,15815,18080,20147,16828,14738,16463,15244,12558,14108,16026,16178,20140,22893,18285,14286,18005,18080,13467,14795,19567,17876,15865,20575,19840,14047,16384,19020,14647,12983,19775,20153,14978,19884,22884,15845,14453,20734,18521,12786,20796,25723,18935,20466,32544,36423,36746,37617,28708,4932,26616,41215,21344,31963,93564,133583,135430,102498,52704,16027,20738,13233,8522,16745,10137,3869,12513,11110,4332,9982,13966,10291,10967,15449,12887,10099,12817,12351,9971,11677,13153,11974,14486,17149,14637,14086,17624,16749,13119,18266,27641,30724,23846,12125,15672,21891,16532,7669,18596,24234,16075,14824,31174,30082,14915,38997,53083,31141,56969,144486,216697,236201,191563,104975,18085,34701,43230,20045,11231,26958,18862,3715,18132,15761,4290,11868,13318,6495,7874,13693,8871,6927,21288,26555,23175,18596,14005,6189,4793,11356,9702,3043,10523,11142,2919,8674,12709,8191,2940,13707,20701,21532,18651,13194,4286,4995,9630,8312,3204,25.21
23136,22276,24257,27101,23628,19483,20111,19785,17499,19368,24924,25247,22768,24375,23198,17887,16876,19834,20351,20224,24979,26474,21589,21315,23276,19457,15545,19587,23892,22167,22409,26028,22846,18317,20491,20606,16694,18455,25900,26289,22650,25557,25234,19211,19090,22030,18351,14754,25835,29747,21343,22869,28623,21980,14568,24597,30105,22168,24226,36196,31133,21025,30420,32717,20641,23233,39519,35966,23484,39924,43100,23449,32583,49544,37428,29807,66041,64867,42414,138518,226201,233491,144283,39586,144483,155837,43377,258855,518156,668943,649059,470524,213429,23260,125669,114577,35867,42432,74871,51462,6390,45695,44819,12471,25501,35307,23709,12219,29054,31781,11815,19234,28914,20248,15922,17892,20636,18349,12722,21156,23119,20529,16533,23533,52993,76781,85196,81394,67543,40298,2088,32039,39217,15740,19844,41559,36742,10258,36005,55698,30707,40701,111953,150043,141536,100768,56380,34481,22591,36464,52651,41129,51716,81157,66002,80889,230584,389176,473220,439194,304668,138713,75809,116483,98177,47467,51892,57616,29066,26495,49299,44493,22479,32962,42730,29081,20968,32283,30226,17707,19090,27478,25321,17375,8339,8317,26395,34678,27296,12748,25857,40006,34525,25.21
12051,12482,16153,16081,15153,15874,13095,9501,11692,14199,13173,12922,17239,17509,13081,12734,12800,9084,8406,12010,13206,11826,13997,15594,12759,12566,13567,10279,7690,11148,13133,10762,12727,16543,13380,9977,12438,10765,5649,9076,14537,13115,10467,15491,14305,5704,8675,11989,8741,4683,9928,11446,6990,11679,14054,7050,7029,12302,10587,4362,8567,12980,7699,8189,14492,9638,3664,11299,11774,5045,6445,15014,11677,2349,13926,12716,8595,14014,14365,22589,35509,40043,28135,11217,32981,32287,12723,78143,141077,170637,152621,93902,25846,37086,47036,26256,14670,28779,26119,12548,19057,24860,17310,14935,20195,16277,9889,14296,17068,13201,11541,16220,16338,13442,13797,13807,11285,9850,11918,14351,13975,11561,13165,16181,14784,14160,19020,22404,21580,17638,13632,14105,17588,18121,13497,12041,17812,18515,9743,12806,30068,34681,23647,24359,39356,41782,31269,17151,13849,15676,7453,8034,14331,7644,5163,12104,8841,8394,18643,23534,17384,6356,13170,14360,6973,7685,10325,6224,3474,10868,12057,8102,11513,13429,8036,6365,10386,9566,6342,9254,11117,7100,8123,11051,7169,7593,13287,13229,6774,7292,14870,14057,7386,25.21
43043,23738,13998,30942,40235,44454,54260,63777,63496,48598,22018,11967,28952,41698,56032,69272,78049,81569,76692,62121,49278,52340,56955,51544,41285,34112,31734,31365,35671,46805,58039,63705,61195,52218,46254,56459,80051,101303,109747,107044,102662,103929,107525,101787,82638,64763,69090,84404,88344,73440,49347,33580,27409,21850,13883,15672,33685,49062,57887,61678,65141,67116,59031,48447,54990,63447,56571,47361,60435,66807,45859,34288,57152,57270,22711,42355,111831,169286,211514,245720,263544,244679,171960,61282,207063,447910,653464,740176,664521,455806,202319,20844,100529,87004,31419,68517,69874,16102,45925,70995,51124,25366,54985,65145,37380,9371,26282,18173,29161,33723,9935,27909,55237,52726,34790,72213,101071,84672,55957,66519,64876,29094,25757,32403,42310,170759,299268,355124,309127,189086,87372,119694,123339,52948,45407,112954,125941,73335,116415,338510,579119,750040,778352,633894,356375,50656,169066,227081,133822,55796,180419,179396,120899,390381,710774,904338,887066,666727,338397,103516,207052,221393,128291,37766,74719,63569,28152,73194,78628,30767,56948,101474,92702,49456,78580,119172,107525,86671,130898,166945,146389,103818,142082,190407,167576,73679,49795,152867,205180,204174,167112,109676,46075,24.7
19531,15588,14819,20813,20356,15903,20190,21439,14955,14631,19244,17142,12930,18699,21530,16147,17243,21289,16303,12026,17762,18672,13051,16012,21912,17567,14005,20333,18573,10648,14607,18949,13911,11811,20610,19428,11370,17925,20283,11525,10981,19017,16632,8270,18195,20727,6438,16590,29494,26142,15683,18434,21570,14490,16186,24503,18955,11605,21391,20816,9204,15450,23461,16223,10197,24989,23679,8114,20756,26552,13221,10790,27326,25279,4917,23491,34358,24144,10656,18125,50864,94139,111354,67047,50033,210260,349899,405133,351376,216823,63184,47931,83125,50490,9998,47063,42649,10375,25949,35615,20230,12253,29108,25919,10733,22439,26757,14943,13646,23181,20341,11178,18259,23602,17431,15200,22280,20694,14091,17908,22107,19045,18042,23989,27191,36686,55473,67771,67386,58145,42248,21878,24863,45273,45090,21964,54925,82833,57026,109827,265947,403307,453069,385676,226617,47287,76272,103718,53361,21320,65851,55776,5709,45569,59016,29568,16065,42559,34009,3413,31467,38763,16960,19535,37901,26968,7813,30473,32226,12161,19059,33306,23684,9550,29036,28825,10213,22173,31228,19356,11908,30523,31425,13428,20602,35093,32002,19737,14879,23726,35959,39802,26704,24.7
49628,114149,136626,100925,43048,55642,75662,62615,42210,49519,95209,137580,133586,73312,44124,109900,120971,73839,89533,157881,186705,199455,224723,223822,164987,88494,110593,134067,80739,31065,116775,142609,127883,153278,185679,150753,47058,73937,130284,88719,27663,144600,197349,159907,70371,75464,114522,108193,113810,130072,122214,138423,181583,177439,100631,63740,151541,168196,117797,146275,224456,227999,143020,70059,152647,194385,161624,91786,43431,60575,85413,90509,67220,24940,31085,41832,45038,107829,177883,215322,208484,162363,95505,96708,187323,267771,313302,334949,344901,332400,279040,184796,78164,39078,70718,73891,69285,70655,65834,51682,41502,43985,57749,86543,125758,162479,186446,195779,191016,170887,138721,102408,68935,63383,97691,119289,94408,45530,94043,141446,131707,111065,158096,189410,141392,101925,219113,314518,320832,259567,208234,199711,171243,119949,127504,153674,122654,32145,88096,200508,280082,318848,319213,284103,225154,178827,174267,176777,155154,123323,116275,148668,239163,390965,550947,651712,651199,544080,356492,145062,111802,225679,266296,238345,176561,102457,25539,93538,161552,171509,149975,193550,271496,289449,217512,84297,71907,170956,204329,173379,104046,28869,30787,64670,77971,81050,85611,93597,96382,89628,80123,71574,50472,24.7
6107,8179,6946,5274,7773,7906,5357,7103,8664,6530,6890,9319,7831,6061,8973,9180,6220,8082,10071,7202,6178,9392,8405,6608,9807,10120,6443,7526,9753,7662,7934,10713,8792,6622,10612,11078,7781,9915,12284,9793,9225,11630,10595,11342,14196,12526,16065,27098,30585,20862,3061,11449,13738,5225,10299,15040,9404,8377,15139,12611,7509,14519,15137,8278,13763,18377,12455,11071,18638,16473,10837,18374,20373,14163,17766,21875,18111,29826,57300,93803,135027,157921,131032,40288,103362,244879,334192,337109,257091,132084,14249,55750,65926,33570,9225,34638,31963,8940,16217,26742,17237,4031,21302,22542,7410,13702,24093,16223,5847,22883,23173,7034,19434,28125,15968,13719,30132,24596,10544,32639,35642,16260,37490,51615,27684,59878,126434,151783,117268,47166,26187,34956,4086,46455,51405,13203,73892,94834,40146,197769,419177,568224,567764,417186,191978,29133,104138,86806,18890,51488,57731,20390,26295,37878,15284,26121,42225,27446,10659,30586,26440,4524,22513,25283,7281,15589,23450,11154,10004,21486,14153,5064,19199,16531,2029,16361,18246,6045,14585,21845,13829,6444,17867,19682,13514,15346,38706,66194,80909,73354,49552,27162,16966,24.7
16206,14532,9325,6146,6274,8909,10462,14094,17315,15299,13587,12686,7899,3918,5243,9676,11621,13085,16399,15341,12218,11052,7624,4172,5339,9618,12047,13550,15259,12152,9556,10757,7613,4535,3326,10552,14113,10712,12933,13343,6581,6205,6389,6877,5163,8370,13188,5572,11007,18814,12630,2700,5629,9707,9958,5628,14971,14704,5453,11755,10832,5481,1814,8652,14578,6505,10947,16415,6422,6655,10312,14170,11945,5996,24243,22434,2154,24954,46624,61264,50490,18520,30890,24258,33517,112599,193155,245023,235267,158086,51818,30614,62493,48717,9411,35239,46937,23338,20593,36283,25321,5839,22139,30055,18914,16396,31765,25525,12082,23053,23478,12058,12185,25451,24736,15195,25394,27988,16078,15057,22178,20971,15419,22315,31556,32060,25830,13427,17878,34688,39582,29154,16219,37937,49814,38388,44144,68914,80256,101037,156538,214786,232486,192708,115548,41693,29997,42246,29464,16022,25225,19791,6609,12483,13336,9046,6232,11743,10473,5151,9451,6177,1908,4376,3943,6423,1302,6980,7673,945,6802,3683,5615,7153,1777,8949,7049,2826,6109,4974,8924,4463,7615,14005,6951,7109,16903,20599,22503,22616,19384,9773,4990,24.7
