941hz,945hz,949hz,964hz,968hz,1093hz,1113hz,1132hz,1144hz,1148hz,1285hz,1363hz,1437hz,1500hz,1507hz,1519hz,1527hz,1535hz,weight
47114,34113,10925,12159,12823,177968,178353,258184,3073,138027,5441,2440,10081,38951,38489,5276,3487,5076,26.6
33072,36758,18242,7039,3945,110178,17100,85797,15329,140130,18363,16823,15453,32692,25763,8133,14869,12573,26.6
135183,133953,131665,69653,43007,75710,143964,221705,2214,159576,10752,11783,8947,61198,68010,27344,33064,34540,26.6
36559,72211,52105,16546,15820,55884,64675,106614,12956,97001,1926,4101,8577,35264,27099,11852,3701,10624,26.6
106837,34037,77074,49327,38016,103386,8252,48541,18520,425047,21071,28082,7960,54972,42209,23202,32914,17320,26.6
38248,99998,113859,48474,16522,45577,50380,89880,14929,208174,8319,8375,12323,31709,14593,1943,6651,13395,26.6
44135,41875,71446,37475,12668,6134,23330,61119,11061,139974,10401,12272,14759,3245,1538,14944,20250,14269,26.6
28094,35713,53637,26577,7833,17024,9108,33598,13197,62937,11904,11652,9099,5241,8026,10144,14369,16739,26.6
19184,28593,32570,16176,13486,11333,18805,25531,14849,44060,12139,14370,8169,9040,6770,12255,8758,10583,26.6
37115,52049,47991,37386,47125,30485,29396,18356,62784,32297,15584,50352,38246,21590,25856,16898,17208,24911,26.6
10262,26370,32050,13204,5702,27534,15049,22689,16963,58610,16482,16219,5103,14477,20185,15094,13511,14373,26.6
9239,26685,22001,12408,6546,77703,67963,91550,3391,199096,10925,6411,30423,27489,25338,7680,5466,5070,26.6
234991,204186,151441,74997,104557,96930,71905,175918,115160,261805,112114,68723,186623,45463,50072,136315,176546,183872,26.6
176887,59592,34903,43041,52841,30508,49177,87301,29765,90515,25081,27280,22549,53202,53525,26341,32620,24113,26.6
173334,28576,62814,60959,58271,4828,10107,37908,19631,194935,14441,27157,18671,16746,26287,23396,27693,22197,26.6
34687,4979,19835,9535,13370,10458,17497,23566,16945,91058,13566,11182,5466,17153,21175,13064,14782,19504,26.6
68968,79322,89432,90013,86619,113941,79073,81016,183924,84913,110960,86044,50740,55823,48982,48657,51204,49870,26.6
10535,6314,17761,74878,95046,7923,8942,9787,14979,5684,10951,11608,2599,99518,119653,47637,7135,24580,32.900002
27854,20328,24984,86072,111963,20974,19806,15394,30504,20212,22751,17891,18536,62145,84800,83463,56005,40287,32.900002
21450,38423,47115,129389,132060,19043,14279,13029,35220,19367,25614,30241,20656,114834,145319,85134,22984,41064,32.900002
31160,43774,36910,116478,127089,35634,28686,29182,15445,22345,26352,16763,29498,10303,49398,67060,43850,46915,32.900002
25043,12464,20089,89873,124225,26851,21880,22590,33400,25720,27413,25614,15331,15713,11730,31207,20343,37057,32.900002
10122,17903,17996,50389,50749,12061,5037,9602,20160,10412,19529,22929,3167,103833,100445,41025,23803,20573,32.900002
26816,46329,76189,159129,171949,845,71226,61401,18152,23406,18256,17006,94808,149695,150215,57720,83223,108176,32.900002
33083,24531,34223,90849,116000,9684,15746,17433,14335,5357,16303,15530,45612,145898,170285,110880,48722,21279,32.900002
10550,129031,178245,676858,737555,41929,31733,28012,33893,27935,37547,64447,65022,456181,522044,223140,14046,140012,32.900002
119282,105072,78416,68524,30890,13171,29713,32991,26190,26017,41603,42979,75411,257350,219095,77701,53691,72832,32.900002
1689,16041,18985,54422,52328,17089,6773,11691,14055,14387,13046,16090,22417,152122,169171,108438,52601,26282,32.900002
30583,26768,15985,115670,135881,14760,18712,11695,11501,9193,3969,15519,72929,242014,315906,224902,103193,69405,32.900002
9961,49428,71206,352088,426173,22562,33610,32320,16369,17035,8391,10703,48705,257132,415877,322253,178762,137931,32.900002
62146,70169,85113,284275,325987,23333,92104,50379,27976,30916,33605,56333,18041,196140,186420,205955,184869,122077,32.900002
56117,67952,36017,277582,291731,40383,19570,48209,33815,23690,25657,23207,28767,119804,205371,103545,57770,141634,32.900002
42471,52758,115416,433194,500645,20042,29933,33575,44405,58638,34763,35436,112594,172770,191243,76080,111019,136114,32.900002
97530,59995,102772,499505,612877,66949,34161,25206,27414,9300,39172,85693,126388,106561,72775,80881,168909,202876,32.900002
49480,30630,105636,487399,566110,49289,59461,41310,14082,58016,31357,33164,57563,263926,250434,108678,124010,84556,32.900002
64786,31579,129981,550167,652102,30397,75528,38210,27470,27961,77892,74010,85983,297923,336027,110977,74333,88977,32.900002
14393,7327,15646,43240,51471,13536,14518,8820,25236,9240,18549,20156,23809,70664,63211,52077,33403,7505,32.900002
21847,19832,6286,7880,17358,28039,25854,61911,3215,82012,9481,8200,24435,16524,19837,50043,15211,48476,29.9
19362,20670,6210,11111,13761,20410,21647,6672,23876,20799,22618,29248,19008,49841,26741,64409,45532,27822,29.9
14150,10230,1491,7541,13903,4440,15588,10990,18827,10619,14680,18868,10017,36621,16386,43106,36807,17001,29.9
149539,83210,133803,197606,172100,282566,155174,448825,34841,957864,52982,67979,27274,110414,17748,240344,209826,151233,29.9
54670,30338,32152,49835,52209,54149,42865,120088,16265,189444,21804,24471,12181,53689,17253,110229,101421,74128,29.9
26276,13064,11440,25486,28095,24558,22118,32311,28295,51171,23971,29984,3178,62043,34729,74136,47336,49973,29.9
29360,23663,18041,22068,27963,12788,6644,16465,15202,9406,12239,10064,7406,18255,7887,42135,33826,19077,29.9
21369,19150,13727,16405,21855,7932,2075,2687,14040,8989,15560,16917,6905,15336,6649,13819,7842,18130,29.9
20247,14751,13884,16104,19588,11195,7163,10570,17215,9377,17933,15449,7866,21963,15105,18638,21009,10817,29.9
20746,16836,13356,11893,16604,5968,8375,10124,14662,9135,14013,11410,3647,11825,12695,7967,15177,12674,29.9
40117,40888,6701,40704,50155,262714,177249,179677,79084,375430,107680,128200,172605,366025,162569,582778,296828,600739,29.9
52448,74825,61579,51820,50162,152832,81158,98052,42931,117293,35587,59641,17958,218617,48965,401494,195438,437547,29.9
56112,26298,38876,60448,58364,73437,33945,23890,28951,62852,26091,36920,10441,111750,60656,232301,114027,223420,29.9
95221,116256,80162,58083,57850,170876,221778,277806,69760,428531,58528,119056,127433,365666,95518,787795,402373,752240,29.9
25978,76767,83160,75376,24671,171187,50383,20689,32948,69786,47723,28184,28128,86018,97978,270210,72434,301584,29.9
78745,40044,70528,139918,197356,41589,111062,136729,44437,117335,37151,54926,102010,238363,198832,346923,275985,196399,29.9
33467,113240,102751,47501,59981,132562,85261,151024,36125,208636,101748,135407,32227,331088,84322,655206,278126,636023,29.9
38826,34052,55520,49191,34435,63652,38689,42724,16660,66523,16138,12219,16819,99121,124454,325624,92366,403867,29.9
63990,77312,96902,271339,183192,52174,150904,123774,177212,216574,152668,55237,113988,42632,93503,75821,66934,150431,29.9
17705,40962,37565,28002,20502,132084,71515,144307,13596,130592,15447,20861,13572,49115,33665,82730,60708,46314,29.9
15479,27216,18910,11396,18978,21762,27972,16722,17020,45740,23232,19099,11696,18595,36371,43163,25632,80516,29.9
15741,24802,18283,14974,13977,36193,17233,14162,17190,11810,17508,18947,7499,26495,25039,22789,27966,8503,29.9
7084,13219,8935,3551,14199,32562,2641,7542,20004,21515,13880,13619,13625,15491,25805,13429,30180,21692,29.9
12840,9993,14512,14471,8613,10283,15425,15681,12270,6907,14981,14116,7443,8261,9161,11523,5037,20667,29.9
6571,8742,15613,13229,4356,7809,17840,16891,18969,3202,16726,17646,11164,19746,17782,20021,20548,17431,29.9
242892,258276,287908,306443,282279,70099,61404,54507,67075,78042,85203,59795,275691,26359,23347,25431,47470,48410,19.5
435973,249581,157090,1011144,917239,125105,111476,65292,20795,18518,16845,19690,9929,22312,47785,24417,19348,41548,19.5
134125,143527,128313,458378,449615,98417,157539,50654,14493,35116,12997,15955,37397,57699,56848,24409,18116,14602,19.5
92764,81970,76788,612774,544804,38410,67168,52218,11367,31791,12827,12870,17639,26131,21366,11384,3373,9819,19.5
59017,68219,41733,257780,245106,3788,13599,19376,16946,7366,9623,10862,12447,28780,27239,7197,21375,20515,19.5
3363,24769,34473,197470,202917,18926,19459,7917,13277,17746,11505,13052,8209,8432,4088,10021,10092,7058,19.5
1834225,1256581,273023,1993346,1210330,231033,117277,62890,35860,117599,36116,45048,38391,116177,71983,54659,54217,27595,19.5
920412,883477,387249,2312566,1603502,260612,102736,72604,95426,88352,111954,44295,502698,50590,155735,117862,115498,108530,19.5
588585,497307,58390,1709450,1156686,100172,125336,77929,7296,89671,13059,16125,30590,26203,24929,38648,30108,6531,19.5
1288183,931471,339204,997181,588904,451484,247954,167457,22444,167497,21902,19107,31275,34448,49771,37057,13223,35904,19.5
287518,185193,32752,382654,244769,104056,124523,2057,11045,69572,10703,6040,46073,11158,9877,6076,6473,14995,19.5
1151333,752495,316771,218110,176500,187577,40982,60929,21311,38627,38102,40268,23384,95734,86330,33261,61590,33195,19.5
75775,55546,2733,168021,106563,8908,23182,11981,2370,8641,5990,6532,14569,10673,14127,15307,12261,7649,19.5
18138,23968,20272,22768,20457,254831,415991,1048072,37452,204937,32749,37188,24642,48122,40748,51841,57680,32080,27.5
69019,65836,28113,10280,30953,56934,158711,467474,8637,772297,11271,10973,27632,5402,6531,7986,6292,15416,27.5
124317,93389,47553,73840,62232,97574,83126,373536,262703,196744,60435,238730,133818,98725,133973,152483,97598,36390,27.5
46215,48721,38820,6831,15482,184624,257110,944725,14380,636202,21626,22987,24095,18789,26597,22840,10752,36777,27.5
45945,32174,38827,30609,22889,29645,187078,516030,9267,176624,16217,17122,24637,15843,18787,15909,24548,13133,27.5
224299,167184,106998,106224,55975,74612,153114,196367,52823,313794,120232,17678,237221,150685,137495,55796,31540,24094,27.5
76998,65046,69178,36294,6693,78923,20608,103492,31510,502663,30079,31254,38694,43470,39799,49418,35535,46029,27.5
28913,19136,31621,28307,19942,42030,171200,398691,10002,701816,9220,9109,16902,13942,11951,7853,12598,12182,27.5
107831,124847,193555,4464,88862,235810,281514,632129,75153,597344,81785,55282,67502,209117,239096,169738,68480,37654,27.5
119610,68181,73337,55936,56781,203405,352405,795506,27988,1705901,20043,19534,27084,31936,54005,24304,58435,55957,27.5
74453,19223,36108,25894,18709,96901,25623,109138,21408,399125,11342,11058,15466,17862,24130,16185,27756,20418,27.5
817355,698184,440415,80658,76750,25459,124859,310065,14615,824080,17862,21326,55549,34809,31121,24632,36559,21035,18.1
931723,1093763,963541,260995,173190,36701,97720,261021,10824,675132,32007,20762,6811,39042,31841,39176,31374,34195,18.1
604169,474953,239161,392336,262683,65941,160390,220173,71878,533736,80783,73446,132536,73059,52031,62673,57310,37385,18.1
500508,52010,310248,97998,190565,61353,144902,380541,35086,641605,46987,22487,19721,15568,37469,31661,22357,60119,18.1
1496138,1544765,1336966,363152,325154,53575,155407,354556,27158,676148,49459,20752,80083,69102,38372,74035,69195,34867,18.1
571461,573493,473812,135776,98158,73054,143297,419744,32099,515004,20814,34536,7166,33897,41906,24000,43750,33442,18.1
1995181,1991247,1512449,387160,212811,86130,214504,460626,29075,1541180,29574,43168,91994,52413,69160,54442,77431,69513,18.1
1107357,880809,531800,123369,96992,29663,225150,531264,4881,1293116,5287,3281,28700,11821,17728,13449,15089,22682,18.1
344426,228517,104360,22851,59880,55516,207267,482165,21608,964735,12787,20452,13299,20002,21643,8805,16871,17605,18.1
2266418,2085525,1417592,368655,86562,84839,130346,314180,35594,582227,60150,57415,65784,61440,89856,45111,89002,91496,18.1
509633,284065,41190,82241,65343,24747,59419,249210,31509,503987,26851,15452,62165,63151,54526,28671,63187,86615,18.1
348322,322634,210875,67937,18920,22254,82573,184673,34137,328761,31888,40388,14334,44664,31036,35722,32914,24031,18.1
41879,61095,68883,101010,62394,536846,241329,162129,37660,62491,49356,50327,66104,63228,41778,61124,47823,33741,25.209999
15402,10478,23912,46445,37695,165590,61859,45190,6847,21921,16026,14829,9678,4396,11563,4406,10563,15784,25.209999
79238,71103,49259,522459,353616,211901,16131,11553,18283,34251,22868,22557,20383,26390,24233,22302,26466,7943,25.209999
65810,47064,55704,260589,186150,48703,23492,22329,5930,41236,5366,6086,6919,8099,4698,8019,5251,3167,25.209999
43637,91587,198795,240842,129868,430475,82960,112241,28420,124745,60726,15968,108928,28453,29708,30089,19426,3515,25.209999
26206,34830,86531,35192,25594,165362,79319,68250,11811,29192,5098,13434,11968,12601,5099,19040,12766,6365,25.209999
53318,28995,45930,97836,47273,68418,25061,20831,17598,23926,22556,19628,8370,12959,19344,14062,18265,22085,25.209999
41215,21344,31963,102498,52704,27641,21891,18596,18310,16075,14878,14599,6189,18285,14286,18080,13467,14795,25.209999
155837,43377,258855,470524,213429,52993,40298,39217,27101,19844,26474,26028,44493,25835,29747,22869,28623,21980,25.209999
32287,12723,78143,93902,25846,14784,17638,17588,16081,13497,11826,10762,8102,8741,4683,11446,6990,11679,25.209999
447910,653464,740176,20844,100529,42310,189086,123339,30942,45407,52340,63705,101474,88344,73440,33580,27409,21850,24.700001
210260,349899,405133,47931,83125,27191,58145,24863,20813,45090,18672,18949,33306,29494,26142,18434,21570,14490,24.700001
267771,313302,334949,184796,78164,141392,259567,171243,100925,127504,199455,142609,193550,113810,130072,138423,181583,177439,24.700001
244879,334192,337109,55750,65926,27684,47166,4086,5274,51405,9392,10713,5064,30585,20862,11449,13738,5225,24.700001
112599,193155,245023,30614,62493,31556,34688,16219,6146,49814,11052,10757,3683,11007,18814,2700,5629,9707,24.700001
317066,465793,518855,47333,110601,40146,153580,52761,29351,100592,14569,16778,11922,19972,38226,28318,543,24281,24.700001
66956,71520,90767,59468,76014,46511,48071,43722,24818,61112,58555,53094,63127,51657,40555,66864,53469,44026,24.700001
81281,8027,61459,90828,104230,7241,8018,5916,13042,18274,2883,378868,31862,38076,31127,53175,61408,59075,33.400002
5728,10213,17849,53084,54729,10273,7723,8240,4911,2604,8866,184071,16410,5662,12657,2947,22933,40910,33.400002
8988,18671,18656,56619,48465,5973,8253,7897,12388,7783,14183,148028,8724,21744,12975,24722,24990,13471,33.400002
52192,32280,57523,56428,29144,26585,30521,35819,30937,23172,26989,382540,24318,16073,18370,977,20807,48876,33.400002
14695,10870,9159,15232,18861,10719,11493,9586,12169,8865,14969,152862,23600,22137,16139,22522,36313,35891,33.400002
41058,11350,39152,78216,97325,17757,14157,19891,18432,23818,15459,200514,12285,16573,20664,20631,52483,87773,33.400002
6327,11716,23697,68919,71176,15178,14334,12822,19268,14906,19055,95304,38083,30703,25624,38505,45432,35253,33.400002
5980,6764,13539,51169,61384,5721,11599,7625,11469,6078,14717,141569,16903,11805,6287,7821,13645,16578,33.400002
82244,50689,28211,54786,20965,70901,40555,13309,66226,7005,37922,156311,41565,96917,94826,59022,79308,92789,33.400002
36476,18837,35154,108049,114056,11348,13901,11082,27827,3679,29715,76009,25608,32356,30597,33856,54006,56971,33.400002
58313,13154,44320,62496,31680,22287,27507,107219,13439,40505,34770,262186,31732,57715,44045,83213,105073,110694,33.400002
6389,8741,9140,13512,13802,14073,15771,13988,12321,10433,14379,188873,11248,16324,11839,16042,9689,30204,33.400002
366582,251006,90113,122327,69309,13588,163550,37353,13886,161919,4777,11500,109863,30535,15830,57002,78012,76284,18.9
101901,53254,52604,153581,68826,5927,109312,45221,9246,93199,3628,13336,25972,19877,3344,55654,68786,64516,18.9
1324060,983632,451967,181634,99206,19377,140618,99049,19265,125639,23594,25970,117298,51734,37482,60201,75679,52600,18.9
543338,391174,120887,83196,65447,44733,113000,70372,11789,38988,16864,9668,1771,15722,16202,20003,36555,46097,18.9
1057143,947132,597192,617062,408386,96749,226252,304654,8732,421345,12003,43611,96629,28079,32771,48961,81070,103549,18.9
246840,230630,180246,720040,459310,87908,292397,137923,13342,161442,17860,17856,26007,12501,14272,41471,59121,71433,18.9
2944109,2185661,889624,767478,361352,32143,327706,196468,90331,217579,9367,47067,4339,4395,98935,57663,49838,107961,18.9
799102,661955,504004,574643,439850,29026,85823,110128,19705,42287,13978,24637,4823,44109,15539,61767,57125,20604,18.9
2228933,1851878,873914,1327955,726765,94585,581184,409419,26288,901998,30068,94045,326459,61624,71299,67711,85806,93509,18.9
503950,387189,173138,956075,701011,36202,257695,294792,11694,270504,11495,15422,52656,21909,27019,35126,43710,34157,18.9
1567485,1146214,518446,897253,548388,4875,125683,206358,46989,166252,65422,62668,46749,46405,36456,31234,72769,109245,18.9
280142,184658,63921,145968,60541,4131,30264,24656,15834,31098,14729,10491,8536,25005,15882,15698,24606,20744,18.9
37953,6037,51974,117308,88135,1972,35915,18276,23048,30629,17949,12059,15829,9436,15893,9825,14268,13112,18.9
37295,16474,30172,102174,65070,12229,11741,11343,11038,5426,14610,14316,9057,12179,13573,11922,12091,14447,18.9
902683,554466,187398,34232,90333,23793,241612,122874,35776,31462,27700,26961,9461,25904,46520,47188,39315,35678,26.65
452900,250975,64310,16682,49608,17526,39054,64099,2955,90581,6882,3468,26894,5587,12028,14455,8001,11324,26.65
212553,153210,96819,56328,78652,61690,210740,32870,23541,316235,15061,17246,30020,19167,5172,20610,5843,15393,26.65
176896,139176,82763,29810,35985,37633,112059,26929,14113,230173,7771,7868,44145,4221,7805,7879,6744,14753,26.65
141684,109904,55225,10585,26760,31977,62495,104728,13839,24153,13118,13516,8509,17197,11187,23993,19572,15544,26.65
213916,142986,75471,48967,54732,182108,14133,182319,76068,399991,82741,69466,31238,48013,26371,62052,40216,15895,26.65
363744,276965,121395,17788,58287,38853,305425,142928,27029,244266,23000,31381,20639,46069,36719,51154,54742,25572,26.65
270610,189188,80639,15694,25126,37138,67404,50567,10426,142987,14908,13775,32346,17010,22550,17745,26512,19942,26.65
160838,117235,52338,16298,21767,16876,28579,35161,10228,73327,9182,5958,20779,3487,7585,14204,5503,13364,26.65
104492,154345,157040,255247,283887,219813,26793,41242,36724,68842,40839,85424,85368,106811,99752,102531,107593,82657,20.75
8967,16158,25771,77575,125896,14834,17030,19121,13666,12172,13557,14760,7829,13157,10691,12432,9742,9984,20.75
25204,14614,23697,68450,109727,6255,10848,11222,16068,4352,15587,14574,8932,15136,16303,11751,12994,13700,20.75
56713,167386,252395,99983,249390,160706,258536,318826,150976,307027,124661,217245,145422,70935,68821,232131,284443,309165,20.75
62101,42011,24136,167688,319280,22422,3476,5065,14876,14201,17758,14749,12664,19496,19780,18432,18982,17590,20.75
